flight_id,airline,source,destination,departure_time,arrival_time,duration,flight_id_valid,departure_datetime,arrival_datetime,calculated_duration_minutes,calculated_duration_hours,is_overnight,source_duration_minutes,duration_difference_minutes,duration_match,route,anomaly_type
SJ149,SPICEJET,HYD,MAA,2026-04-20 21:20:41.702,2026-04-20 23:20:42.000,02:00:00.298000,True,2026-04-20 21:20:41.702,2026-04-20 23:20:42.000,120.00496666666666,2.0,False,120.00496666666666,0.0,True,HYD → MAA,NONE
6F213,INDIGO,BLR,BOM,2026-04-20 21:05:41.703,2026-04-21 00:32:41.703,03:27:00,False,2026-04-20 21:05:41.703,2026-04-21 00:32:41.703,207.0,3.45,True,207.0,0.0,True,BLR → BOM,INVALID_FLIGHT_ID
UK200,VISTARA,CCU,DEL,2026-04-20 20:54:41.703,2026-04-20 22:45:41.703,01:51:00,True,2026-04-20 20:54:41.703,2026-04-20 22:45:41.703,111.0,1.85,False,111.0,0.0,True,CCU → DEL,NONE
SJ214,SPICEJET,BOM,MAA,2026-04-20 20:54:41.703,2026-04-20 22:10:41.703,01:16:00,True,2026-04-20 20:54:41.703,2026-04-20 22:10:41.703,76.0,1.27,False,76.0,0.0,True,BOM → MAA,NONE
SJ047,SPICEJET,HYD,BOM,2026-04-20 20:44:41.701,2026-04-20 21:21:41.701,00:37:00,True,2026-04-20 20:44:41.701,2026-04-20 21:21:41.701,37.0,0.62,False,37.0,0.0,True,HYD → BOM,NONE
AI179,AIR INDIA,HYD,BOM,2026-04-20 20:41:41.703,2026-04-21 01:19:41.703,04:38:00,True,2026-04-20 20:41:41.703,2026-04-21 01:19:41.703,278.0,4.63,True,278.0,0.0,True,HYD → BOM,NONE
SJ153,SPICEJET,DEL,CCU,2026-04-20 20:37:41.702,2026-04-20 22:00:41.702,01:23:00,True,2026-04-20 20:37:41.702,2026-04-20 22:00:41.702,83.0,1.38,False,83.0,0.0,True,DEL → CCU,NONE
6F236,INDIGO,BOM,DEL,2026-04-20 20:35:41.704,2026-04-20 23:54:41.704,03:19:00,False,2026-04-20 20:35:41.704,2026-04-20 23:54:41.704,199.0,3.32,False,199.0,0.0,True,BOM → DEL,INVALID_FLIGHT_ID
UK059,VISTARA,HYD,MAA,2026-04-20 20:33:41.701,2026-04-20 22:10:41.701,01:37:00,True,2026-04-20 20:33:41.701,2026-04-20 22:10:41.701,97.0,1.62,False,97.0,0.0,True,HYD → MAA,NONE
SJ001,SPICEJET,BOM,MAA,2026-04-20 20:28:41.700,2026-04-21 01:15:41.700,04:47:00,True,2026-04-20 20:28:41.700,2026-04-21 01:15:41.700,287.0,4.78,True,287.0,0.0,True,BOM → MAA,NONE
SJ049,SPICEJET,CCU,DEL,2026-04-20 20:26:41.701,2026-04-21 00:26:41.701,04:00:00,True,2026-04-20 20:26:41.701,2026-04-21 00:26:41.701,240.0,4.0,True,240.0,0.0,True,CCU → DEL,NONE
6F086,INDIGO,MAA,HYD,2026-04-20 20:23:41.702,2026-04-20 21:00:41.702,00:37:00,False,2026-04-20 20:23:41.702,2026-04-20 21:00:41.702,37.0,0.62,False,37.0,0.0,True,MAA → HYD,INVALID_FLIGHT_ID
AI220,AIR INDIA,BOM,DEL,2026-04-20 20:19:41.703,2026-04-20 21:57:41.703,01:38:00,True,2026-04-20 20:19:41.703,2026-04-20 21:57:41.703,98.0,1.63,False,98.0,0.0,True,BOM → DEL,NONE
AI188,AIR INDIA,CCU,HYD,2026-04-20 20:16:41.703,2026-04-20 23:02:41.703,02:46:00,True,2026-04-20 20:16:41.703,2026-04-20 23:02:41.703,166.0,2.77,False,166.0,0.0,True,CCU → HYD,NONE
6F114,INDIGO,BOM,MAA,2026-04-20 20:10:41.702,2026-04-20 21:00:41.702,00:50:00,False,2026-04-20 20:10:41.702,2026-04-20 21:00:41.702,50.0,0.83,False,50.0,0.0,True,BOM → MAA,INVALID_FLIGHT_ID
SJ179,SPICEJET,DEL,HYD,2026-04-20 20:09:41.703,2026-04-20 23:39:41.703,03:30:00,True,2026-04-20 20:09:41.703,2026-04-20 23:39:41.703,210.0,3.5,False,210.0,0.0,True,DEL → HYD,NONE
6F190,INDIGO,DEL,MAA,2026-04-20 20:02:41.703,2026-04-21 00:36:41.703,04:34:00,False,2026-04-20 20:02:41.703,2026-04-21 00:36:41.703,274.0,4.57,True,274.0,0.0,True,DEL → MAA,INVALID_FLIGHT_ID
SJ003,SPICEJET,MAA,CCU,2026-04-20 19:50:41.701,2026-04-20 20:32:41.701,00:42:00,True,2026-04-20 19:50:41.701,2026-04-20 20:32:41.701,42.0,0.7,False,42.0,0.0,True,MAA → CCU,NONE
6F028,INDIGO,HYD,CCU,2026-04-20 19:49:41.701,2026-04-20 21:49:41.701,02:00:00,False,2026-04-20 19:49:41.701,2026-04-20 21:49:41.701,120.0,2.0,False,120.0,0.0,True,HYD → CCU,INVALID_FLIGHT_ID
UK036,VISTARA,CCU,BLR,2026-04-20 19:48:41.701,2026-04-21 00:12:41.701,04:24:00,True,2026-04-20 19:48:41.701,2026-04-21 00:12:41.701,264.0,4.4,True,264.0,0.0,True,CCU → BLR,NONE
SJ160,SPICEJET,MAA,BLR,2026-04-20 19:45:41.703,2026-04-20 20:30:41.703,00:45:00,True,2026-04-20 19:45:41.703,2026-04-20 20:30:41.703,45.0,0.75,False,45.0,0.0,True,MAA → BLR,NONE
6F151,INDIGO,CCU,HYD,2026-04-20 19:44:41.703,2026-04-20 22:04:41.703,02:20:00,False,2026-04-20 19:44:41.703,2026-04-20 22:04:41.703,140.0,2.33,False,140.0,0.0,True,CCU → HYD,INVALID_FLIGHT_ID
UK140,VISTARA,MAA,BLR,2026-04-20 19:37:41.703,2026-04-20 21:00:41.703,01:23:00,True,2026-04-20 19:37:41.703,2026-04-20 21:00:41.703,83.0,1.38,False,83.0,0.0,True,MAA → BLR,NONE
AI115,AIR INDIA,MAA,BLR,2026-04-20 19:37:41.702,2026-04-21 00:26:41.702,04:49:00,True,2026-04-20 19:37:41.702,2026-04-21 00:26:41.702,289.0,4.82,True,289.0,0.0,True,MAA → BLR,NONE
AI132,AIR INDIA,BLR,BOM,2026-04-20 19:32:41.702,2026-04-20 21:41:41.702,02:09:00,True,2026-04-20 19:32:41.702,2026-04-20 21:41:41.702,129.0,2.15,False,129.0,0.0,True,BLR → BOM,NONE
UK209,UNKNOWN,MAA,BLR,2026-04-20 19:02:41.704,2026-04-20 21:47:41.704,02:45:00,True,2026-04-20 19:02:41.704,2026-04-20 21:47:41.704,165.0,2.75,False,165.0,0.0,True,MAA → BLR,NONE
SJ043,UNKNOWN,MAA,DEL,2026-04-20 18:59:41.701,2026-04-20 21:08:41.701,02:09:00,True,2026-04-20 18:59:41.701,2026-04-20 21:08:41.701,129.0,2.15,False,129.0,0.0,True,MAA → DEL,NONE
UK176,VISTARA,HYD,BLR,2026-04-20 18:41:41.703,2026-04-20 22:49:41.703,04:08:00,True,2026-04-20 18:41:41.703,2026-04-20 22:49:41.703,248.0,4.13,False,248.0,0.0,True,HYD → BLR,NONE
UK216,VISTARA,MAA,HYD,2026-04-20 18:33:41.704,2026-04-20 21:47:41.704,03:14:00,True,2026-04-20 18:33:41.704,2026-04-20 21:47:41.704,194.0,3.23,False,194.0,0.0,True,MAA → HYD,NONE
UK150,VISTARA,DEL,CCU,2026-04-20 18:31:41.703,2026-04-20 19:01:41.703,00:30:00,True,2026-04-20 18:31:41.703,2026-04-20 19:01:41.703,30.0,0.5,False,30.0,0.0,True,DEL → CCU,NONE
UK145,VISTARA,BOM,HYD,2026-04-20 18:30:41.703,2026-04-20 20:41:41.703,02:11:00,True,2026-04-20 18:30:41.703,2026-04-20 20:41:41.703,131.0,2.18,False,131.0,0.0,True,BOM → HYD,NONE
6F270,UNKNOWN,HYD,MAA,2026-04-20 18:14:41.701,2026-04-20 19:02:41.701,00:48:00,False,2026-04-20 18:14:41.701,2026-04-20 19:02:41.701,48.0,0.8,False,48.0,0.0,True,HYD → MAA,INVALID_FLIGHT_ID
6F012,INDIGO,CCU,HYD,2026-04-20 18:06:41.701,2026-04-20 21:31:41.701,03:25:00,False,2026-04-20 18:06:41.701,2026-04-20 21:31:41.701,205.0,3.42,False,205.0,0.0,True,CCU → HYD,INVALID_FLIGHT_ID
SJ236,SPICEJET,MAA,BOM,2026-04-20 18:03:41.704,2026-04-20 22:02:41.704,03:59:00,True,2026-04-20 18:03:41.704,2026-04-20 22:02:41.704,239.0,3.98,False,239.0,0.0,True,MAA → BOM,NONE
6F149,INDIGO,BLR,CCU,2026-04-20 17:57:41.703,2026-04-20 20:42:41.703,02:45:00,False,2026-04-20 17:57:41.703,2026-04-20 20:42:41.703,165.0,2.75,False,165.0,0.0,True,BLR → CCU,INVALID_FLIGHT_ID
UK004,VISTARA,BOM,CCU,2026-04-20 17:56:41.700,2026-04-20 18:30:41.700,00:34:00,True,2026-04-20 17:56:41.700,2026-04-20 18:30:41.700,34.0,0.57,False,34.0,0.0,True,BOM → CCU,NONE
UK010,VISTARA,MAA,HYD,2026-04-20 17:53:41.701,2026-04-20 20:40:41.701,02:47:00,True,2026-04-20 17:53:41.701,2026-04-20 20:40:41.701,167.0,2.78,False,167.0,0.0,True,MAA → HYD,NONE
UK215,VISTARA,BOM,DEL,2026-04-20 17:38:41.704,2026-04-20 19:50:41.704,02:12:00,True,2026-04-20 17:38:41.704,2026-04-20 19:50:41.704,132.0,2.2,False,132.0,0.0,True,BOM → DEL,NONE
SJ116,SPICEJET,HYD,CCU,2026-04-20 17:33:41.702,2026-04-20 19:02:41.702,01:29:00,True,2026-04-20 17:33:41.702,2026-04-20 19:02:41.702,89.0,1.48,False,89.0,0.0,True,HYD → CCU,NONE
SJ023,SPICEJET,HYD,MAA,2026-04-20 17:27:41.701,2026-04-20 19:09:41.701,01:42:00,True,2026-04-20 17:27:41.701,2026-04-20 19:09:41.701,102.0,1.7,False,102.0,0.0,True,HYD → MAA,NONE
UK152,VISTARA,BOM,CCU,2026-04-20 17:24:41.703,2026-04-20 20:13:41.703,02:49:00,True,2026-04-20 17:24:41.703,2026-04-20 20:13:41.703,169.0,2.82,False,169.0,0.0,True,BOM → CCU,NONE
SJ202,SPICEJET,CCU,HYD,2026-04-20 17:21:41.703,2026-04-20 19:08:41.703,01:47:00,True,2026-04-20 17:21:41.703,2026-04-20 19:08:41.703,107.0,1.78,False,107.0,0.0,True,CCU → HYD,NONE
6F043,INDIGO,BOM,HYD,2026-04-20 17:17:41.701,2026-04-20 18:43:41.701,01:26:00,False,2026-04-20 17:17:41.701,2026-04-20 18:43:41.701,86.0,1.43,False,86.0,0.0,True,BOM → HYD,INVALID_FLIGHT_ID
UK173,VISTARA,MAA,BLR,2026-04-20 17:06:41.703,2026-04-20 21:22:41.703,04:16:00,True,2026-04-20 17:06:41.703,2026-04-20 21:22:41.703,256.0,4.27,False,256.0,0.0,True,MAA → BLR,NONE
SJ081,SPICEJET,BOM,BLR,2026-04-20 17:04:41.702,2026-04-20 18:53:41.702,01:49:00,True,2026-04-20 17:04:41.702,2026-04-20 18:53:41.702,109.0,1.82,False,109.0,0.0,True,BOM → BLR,NONE
UK153,VISTARA,CCU,HYD,2026-04-20 16:52:41.703,2026-04-20 20:53:41.703,04:01:00,True,2026-04-20 16:52:41.703,2026-04-20 20:53:41.703,241.0,4.02,False,241.0,0.0,True,CCU → HYD,NONE
UK187,VISTARA,BLR,BOM,2026-04-20 16:52:41.703,2026-04-20 18:42:41.703,01:50:00,True,2026-04-20 16:52:41.703,2026-04-20 18:42:41.703,110.0,1.83,False,110.0,0.0,True,BLR → BOM,NONE
UK055,VISTARA,HYD,DEL,2026-04-20 16:48:41.701,2026-04-20 19:31:41.701,02:43:00,True,2026-04-20 16:48:41.701,2026-04-20 19:31:41.701,163.0,2.72,False,163.0,0.0,True,HYD → DEL,NONE
UK181,VISTARA,MAA,DEL,2026-04-20 16:44:41.703,2026-04-20 19:26:41.703,02:42:00,True,2026-04-20 16:44:41.703,2026-04-20 19:26:41.703,162.0,2.7,False,162.0,0.0,True,MAA → DEL,NONE
UK074,VISTARA,BOM,DEL,2026-04-20 16:44:41.702,2026-04-20 18:41:41.702,01:57:00,True,2026-04-20 16:44:41.702,2026-04-20 18:41:41.702,117.0,1.95,False,117.0,0.0,True,BOM → DEL,NONE
SJ068,SPICEJET,BLR,BOM,2026-04-20 16:44:41.701,2026-04-20 18:48:41.701,02:04:00,True,2026-04-20 16:44:41.701,2026-04-20 18:48:41.701,124.0,2.07,False,124.0,0.0,True,BLR → BOM,NONE
AI242,UNKNOWN,BLR,CCU,2026-04-20 16:41:41.704,2026-04-20 17:43:41.704,01:02:00,True,2026-04-20 16:41:41.704,2026-04-20 17:43:41.704,62.0,1.03,False,62.0,0.0,True,BLR → CCU,NONE
SJ237,SPICEJET,BOM,CCU,2026-04-20 16:32:41.704,2026-04-20 19:00:41.704,02:28:00,True,2026-04-20 16:32:41.704,2026-04-20 19:00:41.704,148.0,2.47,False,148.0,0.0,True,BOM → CCU,NONE
6F194,INDIGO,BOM,CCU,2026-04-20 16:29:41.703,2026-04-20 18:27:41.703,01:58:00,False,2026-04-20 16:29:41.703,2026-04-20 18:27:41.703,118.0,1.97,False,118.0,0.0,True,BOM → CCU,INVALID_FLIGHT_ID
UK063,VISTARA,DEL,BOM,2026-04-20 16:29:41.701,2026-04-20 17:41:41.701,01:12:00,True,2026-04-20 16:29:41.701,2026-04-20 17:41:41.701,72.0,1.2,False,72.0,0.0,True,DEL → BOM,NONE
UK068,VISTARA,BLR,MAA,2026-04-20 16:28:41.701,2026-04-20 18:09:41.701,01:41:00,True,2026-04-20 16:28:41.701,2026-04-20 18:09:41.701,101.0,1.68,False,101.0,0.0,True,BLR → MAA,NONE
UK224,UNKNOWN,CCU,MAA,2026-04-20 16:25:41.704,2026-04-20 20:24:41.704,03:59:00,True,2026-04-20 16:25:41.704,2026-04-20 20:24:41.704,239.0,3.98,False,239.0,0.0,True,CCU → MAA,NONE
UK077,UNKNOWN,HYD,BOM,2026-04-20 16:22:41.702,2026-04-20 18:00:41.702,01:38:00,True,2026-04-20 16:22:41.702,2026-04-20 18:00:41.702,98.0,1.63,False,98.0,0.0,True,HYD → BOM,NONE
UK207,VISTARA,MAA,CCU,2026-04-20 16:21:41.703,2026-04-20 17:36:41.703,01:15:00,True,2026-04-20 16:21:41.703,2026-04-20 17:36:41.703,75.0,1.25,False,75.0,0.0,True,MAA → CCU,NONE
AI221,AIR INDIA,MAA,HYD,2026-04-20 16:18:41.703,2026-04-20 18:54:41.703,02:36:00,True,2026-04-20 16:18:41.703,2026-04-20 18:54:41.703,156.0,2.6,False,156.0,0.0,True,MAA → HYD,NONE
UK109,VISTARA,BLR,BOM,2026-04-20 16:06:41.702,2026-04-20 17:06:42.000,01:00:00.298000,True,2026-04-20 16:06:41.702,2026-04-20 17:06:42.000,60.00496666666666,1.0,False,60.00496666666666,0.0,True,BLR → BOM,NONE
UK089,VISTARA,BOM,HYD,2026-04-20 15:38:41.702,2026-04-20 19:50:41.702,04:12:00,True,2026-04-20 15:38:41.702,2026-04-20 19:50:41.702,252.0,4.2,False,252.0,0.0,True,BOM → HYD,NONE
AI072,AIR INDIA,BLR,CCU,2026-04-20 15:34:41.702,2026-04-20 16:32:41.702,00:58:00,True,2026-04-20 15:34:41.702,2026-04-20 16:32:41.702,58.0,0.97,False,58.0,0.0,True,BLR → CCU,NONE
UK131,VISTARA,BOM,DEL,2026-04-20 15:33:41.702,2026-04-20 19:39:41.702,04:06:00,True,2026-04-20 15:33:41.702,2026-04-20 19:39:41.702,246.0,4.1,False,246.0,0.0,True,BOM → DEL,NONE
SJ150,SPICEJET,BOM,HYD,2026-04-20 15:33:41.702,2026-04-20 19:03:41.702,03:30:00,True,2026-04-20 15:33:41.702,2026-04-20 19:03:41.702,210.0,3.5,False,210.0,0.0,True,BOM → HYD,NONE
6F097,INDIGO,BLR,BOM,2026-04-20 15:32:41.702,2026-04-20 16:49:41.702,01:17:00,False,2026-04-20 15:32:41.702,2026-04-20 16:49:41.702,77.0,1.28,False,77.0,0.0,True,BLR → BOM,INVALID_FLIGHT_ID
6F123,INDIGO,DEL,HYD,2026-04-20 15:26:41.702,2026-04-20 17:12:41.702,01:46:00,False,2026-04-20 15:26:41.702,2026-04-20 17:12:41.702,106.0,1.77,False,106.0,0.0,True,DEL → HYD,INVALID_FLIGHT_ID
6F017,INDIGO,CCU,BOM,2026-04-20 15:25:41.701,2026-04-20 18:06:41.701,02:41:00,False,2026-04-20 15:25:41.701,2026-04-20 18:06:41.701,161.0,2.68,False,161.0,0.0,True,CCU → BOM,INVALID_FLIGHT_ID
6F245,INDIGO,CCU,BOM,2026-04-20 15:25:41.701,2026-04-20 18:06:41.701,02:41:00,False,2026-04-20 15:25:41.701,2026-04-20 18:06:41.701,161.0,2.68,False,161.0,0.0,True,CCU → BOM,INVALID_FLIGHT_ID
6F180,INDIGO,MAA,BLR,2026-04-20 15:24:41.703,2026-04-20 19:48:41.703,04:24:00,False,2026-04-20 15:24:41.703,2026-04-20 19:48:41.703,264.0,4.4,False,264.0,0.0,True,MAA → BLR,INVALID_FLIGHT_ID
6F152,INDIGO,CCU,DEL,2026-04-20 15:21:41.703,2026-04-20 17:25:41.703,02:04:00,False,2026-04-20 15:21:41.703,2026-04-20 17:25:41.703,124.0,2.07,False,124.0,0.0,True,CCU → DEL,INVALID_FLIGHT_ID
SJ034,SPICEJET,MAA,BOM,2026-04-20 15:20:41.701,2026-04-20 20:11:41.701,04:51:00,True,2026-04-20 15:20:41.701,2026-04-20 20:11:41.701,291.0,4.85,False,291.0,0.0,True,MAA → BOM,NONE
SJ142,SPICEJET,CCU,BOM,2026-04-20 15:14:41.702,2026-04-20 16:56:41.702,01:42:00,True,2026-04-20 15:14:41.702,2026-04-20 16:56:41.702,102.0,1.7,False,102.0,0.0,True,CCU → BOM,NONE
UK189,VISTARA,BLR,MAA,2026-04-20 15:07:41.703,2026-04-20 18:51:41.703,03:44:00,True,2026-04-20 15:07:41.703,2026-04-20 18:51:41.703,224.0,3.73,False,224.0,0.0,True,BLR → MAA,NONE
SJ044,SPICEJET,DEL,CCU,2026-04-20 15:06:41.701,2026-04-20 17:43:41.701,02:37:00,True,2026-04-20 15:06:41.701,2026-04-20 17:43:41.701,157.0,2.62,False,157.0,0.0,True,DEL → CCU,NONE
SJ196,SPICEJET,DEL,HYD,2026-04-20 14:58:41.703,2026-04-20 17:44:41.703,02:46:00,True,2026-04-20 14:58:41.703,2026-04-20 17:44:41.703,166.0,2.77,False,166.0,0.0,True,DEL → HYD,NONE
6F188,INDIGO,DEL,HYD,2026-04-20 14:57:41.703,2026-04-20 19:39:41.703,04:42:00,False,2026-04-20 14:57:41.703,2026-04-20 19:39:41.703,282.0,4.7,False,282.0,0.0,True,DEL → HYD,INVALID_FLIGHT_ID
6F181,INDIGO,BOM,MAA,2026-04-20 14:55:41.703,2026-04-20 16:43:41.703,01:48:00,False,2026-04-20 14:55:41.703,2026-04-20 16:43:41.703,108.0,1.8,False,108.0,0.0,True,BOM → MAA,INVALID_FLIGHT_ID
6F077,INDIGO,CCU,DEL,2026-04-20 14:55:41.702,2026-04-20 19:13:41.702,04:18:00,False,2026-04-20 14:55:41.702,2026-04-20 19:13:41.702,258.0,4.3,False,258.0,0.0,True,CCU → DEL,INVALID_FLIGHT_ID
SJ154,SPICEJET,BLR,HYD,2026-04-20 14:47:41.702,2026-04-20 16:26:41.702,01:39:00,True,2026-04-20 14:47:41.702,2026-04-20 16:26:41.702,99.0,1.65,False,99.0,0.0,True,BLR → HYD,NONE
